news_date	news_time	news_source	news_category	news_corp_select	news_poli_select	news_titles	news_urls		
16/06/2026	12:32	BaoDautu	Tài Chính-Ngân Hàng			Thị trường tài chính thay thế tỷ USD: Bài học từ Thái Lan và câu chuyện của "sếu đầu đàn" F88	https://baodautu.vn/thi-truong-tai-chinh-thay-the-ty-usd-bai-hoc-tu-thai-lan-va-cau-chuyen-cua-seu-dau-dan-f88-d621391.html		
16/06/2026	12:29	Baochinhphu	Khác	TAKE		HDBank đồng hành cùng Cục Thuế thúc đẩy chuyển đổi số hộ kinh doanh	https://baochinhphu.vn/hdbank-dong-hanh-cung-cuc-thue-thuc-day-chuyen-doi-so-ho-kinh-doanh-102260616121933883.htm	https://baochinhphu.vn/hdbank-dong-hanh-cung-cuc-thue-thuc-day-chuyen-doi-so-ho-kinh-doanh-102260616121933883.htm	
16/06/2026	12:28	Baochinhphu	Chính Sách-Chính Phủ			Cổng TTĐT Chính phủ: Hai thập kỷ kiến tạo niềm tin, kết nối Chính phủ với người dân	https://baochinhphu.vn/cong-ttdt-chinh-phu-hai-thap-ky-kien-tao-niem-tin-ket-noi-chinh-phu-voi-nguoi-dan-102260616105749421.htm		
16/06/2026	12:23	Viettimes	Kinh Tế			Núi tiền mặt khổng lồ của PVN vượt EVN, bỏ xa Vingroup, FPT	https://viettimes.vn/nui-tien-mat-khong-lo-cua-pvn-vuot-evn-bo-xa-vingroup-fpt-post201579.html		
16/06/2026	12:17	Nhandan	Khác			Báo chí đồng hành cùng ngành thống kê	https://nhandan.vn/bao-chi-dong-hanh-cung-nganh-thong-ke-post969422.html		
16/06/2026	12:10	Nhandan	Thế Giới			Giá vàng ngày 16/6: Trong nước, thế giới tiếp đà đi lên	https://nhandan.vn/gia-vang-ngay-166-trong-nuoc-the-gioi-tiep-da-di-len-post969407.html		
16/06/2026	12:09	Vietstock	Doanh Nghiệp			WinCommerce mang về gần 19,000 tỷ doanh thu trong 5 tháng đầu năm	http://vietstock.vn/2026/06/wincommerce-mang-ve-gan-19000-ty-doanh-thu-trong-5-thang-dau-nam-737-1454673.htm		
16/06/2026	12:09	Nhandan	Thế Giới			Giá năng lượng lao dốc kéo chỉ số MXV-Index suy yếu, dòng tiền ‘chảy’ vào đậu tương	https://nhandan.vn/gia-nang-luong-lao-doc-keo-chi-so-mxv-index-suy-yeu-dong-tien-chay-vao-dau-tuong-post969424.html		
16/06/2026	12:09	Nhandan	Thế Giới			Nhiều cơ quan, đơn vị chúc mừng Báo Nhân Dân nhân Ngày Báo chí Cách mạng Việt Nam	https://nhandan.vn/nhieu-co-quan-don-vi-chuc-mung-bao-nhan-dan-nhan-ngay-bao-chi-cach-mang-viet-nam-post969418.html		
16/06/2026	12:08	Vneconomy	Chứng Khoán			Thanh khoản giảm mạnh, đà tăng chững lại	https://vneconomy.vn/thanh-khoan-giam-manh-da-tang-chung-lai.htm		
16/06/2026	12:06	Vneconomy	Doanh Nghiệp			LOTTE MART ứng dụng trí tuệ nhân tạo trong vận hành và kinh doanh	https://vneconomy.vn/lotte-mart-ung-dung-tri-tue-nhan-tao-trong-van-hanh-va-kinh-doanh.htm		
16/06/2026	12:02	Vietnambusinessinsider	Kinh Tế			Nhật Bản mất ngôi kinh tế số 2: 4 tỉnh ven biển Trung Quốc giờ còn lớn hơn cả nước Nhật	https://vietnambusinessinsider.vn/nhat-ban-mat-ngoi-kinh-te-so-2-4-tinh-ven-bien-trung-quoc-gio-con-lon-hon-ca-nuoc-nhat-a53915.html		
16/06/2026	12:00	FireAnt	Khác			Thương mại và Dịch vụ LVA chốt ngày chia cổ tức tỷ lệ 78%	https://fireant.vn/bai-viet/thuong-mai-va-dich-vu-lva-chot-ngay-chia-co-tuc-ty-le-78/40472024		
16/06/2026	12:00	FireAnt	Khác			Giá vàng nhẫn trơn, vàng miếng sáng 16/6 tiếp tục tăng	https://fireant.vn/bai-viet/gia-vang-nhan-tron-vang-mieng-sang-166-tiep-tuc-tang/40472010		
16/06/2026	12:00	FireAnt	Khác		TAKE	SCB thanh lý tài sản tại loạt chi nhánh	https://fireant.vn/bai-viet/scb-thanh-ly-tai-san-tai-loat-chi-nhanh/40471998		https://fireant.vn/bai-viet/scb-thanh-ly-tai-san-tai-loat-chi-nhanh/40471998
16/06/2026	12:00	FireAnt	Khác		TAKE	Ông Trịnh Văn Quyết "bắt tay" Tập đoàn Trung Quốc	https://fireant.vn/bai-viet/ong-trinh-van-quyet-bat-tay-tap-doan-trung-quoc/40471973		https://fireant.vn/bai-viet/ong-trinh-van-quyet-bat-tay-tap-doan-trung-quoc/40471973
16/06/2026	12:00	FireAnt	Khác	TAKE		HVN: Tin vui với 27.000 cổ đông Vietnam Airlines	https://fireant.vn/bai-viet/hvn-tin-vui-voi-27000-co-dong-vietnam-airlines/40471943	https://fireant.vn/bai-viet/hvn-tin-vui-voi-27000-co-dong-vietnam-airlines/40471943	
16/06/2026	11:48	Nhandan	Thế Giới			Kiên quyết phòng, chống tham nhũng, tiêu cực trong công tác xây dựng pháp luật	https://nhandan.vn/kien-quyet-phong-chong-tham-nhung-tieu-cuc-trong-cong-tac-xay-dung-phap-luat-post969415.html		
16/06/2026	11:44	Viettimes	Kinh Tế			Giá chung cư Hà Nội đồng loạt giảm mạnh	https://viettimes.vn/gia-chung-cu-ha-noi-dong-loat-giam-manh-post201500.html		
16/06/2026	11:41	TinNhanhCK	Chứng Khoán	TAKE		Thị trường tín chỉ carbon: Cơ hội mới cho doanh nghiệp và VBSE	https://www.tinnhanhchungkhoan.vn/thi-truong-tin-chi-carbon-co-hoi-moi-cho-doanh-nghiep-va-vbse-post392388.html	https://www.tinnhanhchungkhoan.vn/thi-truong-tin-chi-carbon-co-hoi-moi-cho-doanh-nghiep-va-vbse-post392388.html	
16/06/2026	11:40	Vietstock	Bất Động Sản			Quy định mới về xây dựng nhà ở riêng lẻ dưới 7 tầng từ 1/7	http://vietstock.vn/2026/06/quy-dinh-moi-ve-xay-dung-nha-o-rieng-le-duoi-7-tang-tu-17-4266-1454710.htm		
16/06/2026	11:37	Vietstock	Tài Chính-Ngân Hàng		TAKE	Ổn định thị trường: Ngân hàng Nhà nước tăng cường kiểm soát mặt bằng lãi suất	http://vietstock.vn/2026/06/on-dinh-thi-truong-ngan-hang-nha-nuoc-tang-cuong-kiem-soat-mat-bang-lai-suat-757-1454683.htm		http://vietstock.vn/2026/06/on-dinh-thi-truong-ngan-hang-nha-nuoc-tang-cuong-kiem-soat-mat-bang-lai-suat-757-1454683.htm
16/06/2026	11:30	BaoDautu	Tài Chính-Ngân Hàng			UOB: Ngân hàng Nhà nước giữ lập trường thận trọng trước áp lực lạm phát và tỷ giá	https://baodautu.vn/uob-ngan-hang-nha-nuoc-giu-lap-truong-than-trong-truoc-ap-luc-lam-phat-va-ty-gia-d621309.html		
16/06/2026	11:30	BaoDautu	Khác		TAKE	T&T Group mở rộng dấu ấn tại Đắk Lắk bằng đô thị và năng lượng	https://baodautu.vn/tt-group-mo-rong-dau-an-tai-dak-lak-bang-do-thi-va-nang-luong-d621394.html		https://baodautu.vn/tt-group-mo-rong-dau-an-tai-dak-lak-bang-do-thi-va-nang-luong-d621394.html
16/06/2026	11:28	Vneconomy	Khác			Sẽ xây cầu vượt đường sắt trên tuyến tránh Biên Hòa trên Quốc lộ 1	https://vneconomy.vn/se-xay-cau-vuot-duong-sat-tren-tuyen-tranh-bien-hoa-tren-quoc-lo-1.htm		
16/06/2026	11:27	Vneconomy	Chứng Khoán			Giám đốc ACBS: Nên ưu tiên tiền mặt để giải ngân vùng rẻ	https://vneconomy.vn/giam-doc-acbs-nen-uu-tien-tien-mat-de-giai-ngan-vung-re.htm		
16/06/2026	11:27	Vietstock	Tài Chính-Ngân Hàng			Từ Thái Lan đến Việt Nam: Khi ngành tài chính thay thế được chuẩn hóa, ai là người hưởng lợi?	http://vietstock.vn/2026/06/tu-thai-lan-den-viet-nam-khi-nganh-tai-chinh-thay-the-duoc-chuan-hoa-ai-la-nguoi-huong-loi-737-1454663.htm		
16/06/2026	11:18	TinNhanhCK	Chứng Khoán	TAKE		Lương thực A An (AAN) phát hành thêm cổ phiếu chia cổ tức 18% và thưởng cổ phiếu 23%	https://www.tinnhanhchungkhoan.vn/luong-thuc-a-an-aan-phat-hanh-them-co-phieu-chia-co-tuc-18-va-thuong-co-phieu-23-post392474.html	https://www.tinnhanhchungkhoan.vn/luong-thuc-a-an-aan-phat-hanh-them-co-phieu-chia-co-tuc-18-va-thuong-co-phieu-23-post392474.html	
16/06/2026	11:15	Viettimes	Khác			Thủ tướng Lê Minh Hưng lên đường tham dự Hội nghị Cấp cao kỷ niệm 35 năm quan hệ ASEAN - Nga	https://viettimes.vn/thu-tuong-le-minh-hung-len-duong-tham-du-hoi-nghi-cap-cao-ky-niem-35-nam-quan-he-asean-nga-post201575.html		
16/06/2026	11:15	Vietstock	Doanh Nghiệp	TAKE		Cao su Phước Hòa triển khai phát hành hơn 108 triệu cp thưởng	http://vietstock.vn/2026/06/cao-su-phuoc-hoa-trien-khai-phat-hanh-hon-108-trieu-cp-thuong-764-1454633.htm	http://vietstock.vn/2026/06/cao-su-phuoc-hoa-trien-khai-phat-hanh-hon-108-trieu-cp-thuong-764-1454633.htm	
16/06/2026	11:14	TinNhanhCK	Chứng Khoán			CN2 Sóc Sơn: Lợi thế từ hạ tầng hoàn thiện và kết nối logistics	https://www.tinnhanhchungkhoan.vn/cn2-soc-son-loi-the-tu-ha-tang-hoan-thien-va-ket-noi-logistics-post392387.html		
16/06/2026	11:11	Nhandan	Khác			[Ảnh] Thủ tướng lên đường tham dự Hội nghị Cấp cao Kỷ niệm 35 năm quan hệ ASEAN-Nga tại Kazan	https://nhandan.vn/anh-thu-tuong-len-duong-tham-du-hoi-nghi-cap-cao-ky-niem-35-nam-quan-he-asean-nga-tai-kazan-post969417.html		
16/06/2026	11:09	BaoDautu	Khác			Sôi động dưới thềm nhà, bình yên giữa tầng không: Chất sống chỉ có tại The Sentosa	https://baodautu.vn/soi-dong-duoi-them-nha-binh-yen-giua-tang-khong-chat-song-chi-co-tai-the-sentosa-d621363.html		
16/06/2026	11:07	Nhandan	Khác			Hà Nội quyết liệt xử lý điểm nghẽn ngập úng nội đô	https://nhandan.vn/ha-noi-quyet-liet-xu-ly-diem-nghen-ngap-ung-noi-do-post969413.html		
16/06/2026	11:06	TinNhanhCK	Chứng Khoán		TAKE	Siemens bắt tay Pacific Land phát triển Silverlake thành khu công nghiệp thông minh	https://www.tinnhanhchungkhoan.vn/siemens-bat-tay-pacific-land-phat-trien-silverlake-thanh-khu-cong-nghiep-thong-minh-post392473.html		https://www.tinnhanhchungkhoan.vn/siemens-bat-tay-pacific-land-phat-trien-silverlake-thanh-khu-cong-nghiep-thong-minh-post392473.html
16/06/2026	11:05	Baochinhphu	Khác			Làm thêm giờ phục vụ bầu cử có được thanh toán?	https://baochinhphu.vn/lam-them-gio-phuc-vu-bau-cu-co-duoc-thanh-toan-1022606120839534.htm		
16/06/2026	11:03	Vietstock	Doanh Nghiệp			Vietbank chốt quyền phát hành hơn 107 triệu cp thưởng, huy động 2,000 tỷ đồng trái phiếu riêng lẻ	http://vietstock.vn/2026/06/vietbank-chot-quyen-phat-hanh-hon-107-trieu-cp-thuong-huy-dong-2000-ty-dong-trai-phieu-rieng-le-764-1454616.htm		
16/06/2026	11:01	Vietnambusinessinsider	Khác			SpaceX sắp lập kỷ lục IPO lớn nhất lịch sử	https://vietnambusinessinsider.vn/spacex-sap-lap-ky-luc-ipo-lon-nhat-lich-su-a53913.html		
16/06/2026	11:00	TinNhanhCK	Chứng Khoán			Chứng khoán ACB (ACBS) thông báo phát hành 6 mã chứng quyền có bảo đảm mới (Kỳ 2)	https://www.tinnhanhchungkhoan.vn/chung-khoan-acb-acbs-thong-bao-phat-hanh-6-ma-chung-quyen-co-bao-dam-moi-ky-2-post392430.html		
16/06/2026	11:00	FireAnt	Khác			Xuân Cầu Holdings trở thành cổ đông lớn tại một công ty	https://fireant.vn/bai-viet/xuan-cau-holdings-tro-thanh-co-dong-lon-tai-mot-cong-ty/40471892		
16/06/2026	11:00	FireAnt	Khác			Một tập đoàn Việt Nam thu hơn 3 tỷ USD từ nước ngoài, lớn hơn FPT, Vinamilk và VinFast cộng lại	https://fireant.vn/bai-viet/mot-tap-doan-viet-nam-thu-hon-3-ty-usd-tu-nuoc-ngoai-lon-hon-fpt-vinamilk-va-vinfast-cong-lai/40471857		
16/06/2026	11:00	FireAnt	Chứng Khoán			Định giá chứng khoán Việt Nam đã đủ rẻ, vì sao dòng tiền vẫn chưa quay lại?	https://fireant.vn/bai-viet/dinh-gia-chung-khoan-viet-nam-da-du-re-vi-sao-dong-tien-van-chua-quay-lai/40471769		
16/06/2026	11:00	FireAnt	Khác			Intel: Từ thông tin ngừng đầu tư đến công bố rót thêm 2,6 tỷ USD vào Việt Nam, Bộ đã hỗ trợ thế nào?	https://fireant.vn/bai-viet/intel-tu-thong-tin-ngung-dau-tu-den-cong-bo-rot-them-26-ty-usd-vao-viet-nam-bo-da-ho-tro-the-nao/40471715		
16/06/2026	11:00	FireAnt	Thế Giới			Hòa Phát đặt mục tiêu tăng 40% sản lượng thép trong năm 2026, trả lời về DA trục đại lộ cảnh quan sông Hồng	https://fireant.vn/bai-viet/hoa-phat-dat-muc-tieu-tang-40-san-luong-thep-trong-nam-2026-tra-loi-ve-da-truc-dai-lo-canh-quan-song-hong/40471152		
16/06/2026	11:00	FireAnt	Thế Giới			Gần 300 ứng viên vừa thi tuyển vào “siêu sân bay” lớn gấp 10 lần Tân Sân Nhất, vốn đầu tư 16 tỷ USD	https://fireant.vn/bai-viet/gan-300-ung-vien-vua-thi-tuyen-vao-sieu-san-bay-lon-gap-10-lan-tan-san-nhat-von-dau-tu-16-ty-usd/40471066		
16/06/2026	11:00	FireAnt	Khác			Chủ xe Bắc Ninh: Trong tầm giá, không có lựa chọn nào có thể so được với VF 7	https://fireant.vn/bai-viet/chu-xe-bac-ninh-trong-tam-gia-khong-co-lua-chon-nao-co-the-so-duoc-voi-vf-7/40470937		
16/06/2026	11:00	FireAnt	Khác			Tập đoàn Sơn Hải thông báo tuyển dụng gần 150 vị trí kỹ sư, lái xe, lái máy trên toàn quốc	https://fireant.vn/bai-viet/tap-doan-son-hai-thong-bao-tuyen-dung-gan-150-vi-tri-ky-su-lai-xe-lai-may-tren-toan-quoc/40470882		
16/06/2026	11:00	FireAnt	Thế Giới			Không phải cứ bật điều hòa 26 độ C là tiết kiệm điện, EVN gợi ý mức nhiệt phù hợp vào ban ngày và ban đêm	https://fireant.vn/bai-viet/khong-phai-cu-bat-dieu-hoa-26-do-c-la-tiet-kiem-dien-evn-goi-y-muc-nhiet-phu-hop-vao-ban-ngay-va-ban-dem/40470807		
16/06/2026	11:00	FireAnt	Thế Giới			Vietravel Airlines mở rộng mạng đường bay nội địa và quốc tế	https://fireant.vn/bai-viet/vietravel-airlines-mo-rong-mang-duong-bay-noi-dia-va-quoc-te/40470158		
16/06/2026	11:00	FireAnt	Khác			Nhật Bản dự kiến nâng lãi suất lên mức cao nhất kể từ năm 1995	https://fireant.vn/bai-viet/nhat-ban-du-kien-nang-lai-suat-len-muc-cao-nhat-ke-tu-nam-1995/40470136		
16/06/2026	11:00	FireAnt	Thế Giới			Quỹ bạc lớn nhất thế giới "tung tiền" gom hàng chục tấn bạc	https://fireant.vn/bai-viet/quy-bac-lon-nhat-the-gioi-tung-tien-gom-hang-chuc-tan-bac/40469642		
16/06/2026	11:00	FireAnt	Thế Giới			Quỹ vàng lớn nhất thế giới có động thái "lạ" khi giá vàng tăng vọt	https://fireant.vn/bai-viet/quy-vang-lon-nhat-the-gioi-co-dong-thai-la-khi-gia-vang-tang-vot/40469501		
16/06/2026	10:59	BaoDautu	Bất Động Sản			Tín hiệu phục hồi của bất động sản nghỉ dưỡng Đà Nẵng	https://baodautu.vn/tin-hieu-phuc-hoi-cua-bat-dong-san-nghi-duong-da-nang-d621370.html		
16/06/2026	10:58	TinNhanhCK	Chứng Khoán			Giao dịch chứng khoán phiên sáng 16/6: Thị trường phân hóa, VN-Index chưa thể tiến xa	https://www.tinnhanhchungkhoan.vn/giao-dich-chung-khoan-phien-sang-166-thi-truong-phan-hoa-vn-index-chua-the-tien-xa-post392470.html		
16/06/2026	10:56	BaoDautu	Khác			Vietnam Airlines chính thức khai thác đường bay thẳng Hà Nội – Amsterdam	https://baodautu.vn/vietnam-airlines-chinh-thuc-khai-thac-duong-bay-thang-ha-noi--amsterdam-d621362.html		
16/06/2026	10:55	TinNhanhCK	Chứng Khoán			Nhật Bản nâng lãi suất lên mức cao nhất kể từ năm 1995	https://www.tinnhanhchungkhoan.vn/nhat-ban-nang-lai-suat-len-muc-cao-nhat-ke-tu-nam-1995-post392472.html		
16/06/2026	10:52	TinNhanhCK	Chứng Khoán			Giá vàng hôm nay ngày 16/6: Giá vàng đi ngang	https://www.tinnhanhchungkhoan.vn/gia-vang-hom-nay-ngay-166-gia-vang-di-ngang-post392471.html		
16/06/2026	10:50	TinNhanhCK	Chứng Khoán			Khuyến khích tận dụng đất, đá thải trong khai thác khoáng sản để sản xuất vật liệu xây dựng	https://www.tinnhanhchungkhoan.vn/khuyen-khich-tan-dung-dat-da-thai-trong-khai-thac-khoang-san-de-san-xuat-vat-lieu-xay-dung-post392464.html		
16/06/2026	10:49	TinNhanhCK	Chứng Khoán			Nhà ở riêng lẻ từ 7 tầng trở lên phải có hồ sơ thiết kế	https://www.tinnhanhchungkhoan.vn/nha-o-rieng-le-tu-7-tang-tro-len-phai-co-ho-so-thiet-ke-post392465.html		
16/06/2026	10:46	Vietstock	Doanh Nghiệp	TAKE		Kho vận Tân Cảng chốt quyền nhận cổ tức tiền mặt tỷ lệ 23%	http://vietstock.vn/2026/06/kho-van-tan-cang-chot-quyen-nhan-co-tuc-tien-mat-ty-le-23-738-1454604.htm	http://vietstock.vn/2026/06/kho-van-tan-cang-chot-quyen-nhan-co-tuc-tien-mat-ty-le-23-738-1454604.htm	
16/06/2026	10:45	TinNhanhCK	Chứng Khoán		TAKE	Quảng Ngãi tháo gỡ vướng mắc cho 2 dự án VSIP gần 1.100 ha	https://www.tinnhanhchungkhoan.vn/quang-ngai-thao-go-vuong-mac-cho-2-du-an-vsip-gan-1100-ha-post392467.html		https://www.tinnhanhchungkhoan.vn/quang-ngai-thao-go-vuong-mac-cho-2-du-an-vsip-gan-1100-ha-post392467.html
16/06/2026	10:45	TinNhanhCK	Chứng Khoán			Doanh thu WinCommerce (WCW) tăng 28,7% trong 5 tháng đầu năm 2026	https://www.tinnhanhchungkhoan.vn/doanh-thu-wincommerce-wcw-tang-287-trong-5-thang-dau-nam-2026-post392468.html		
16/06/2026	10:38	BaoDautu	Doanh Nghiệp			“Áo khoác” mới của doanh nghiệp tư nhân nhìn từ Hội thảo FTZ Đà Nẵng	https://baodautu.vn/ao-khoac-moi-cua-doanh-nghiep-tu-nhan-nhin-tu-hoi-thao-ftz-da-nang-d621369.html		
16/06/2026	10:36	TinNhanhCK	Tài Chính-Ngân Hàng			Khi dịch vụ tài chính hòa cùng nghệ thuật và phong cách sống	https://www.tinnhanhchungkhoan.vn/khi-dich-vu-tai-chinh-hoa-cung-nghe-thuat-va-phong-cach-song-post392469.html		
16/06/2026	10:34	Vietnambusinessinsider	Khác			2025 ta đã quá chủ quan với Bơm Tiền?	https://vietnambusinessinsider.vn/2025-ta-da-qua-chu-quan-voi-bom-tien-a53914.html		
16/06/2026	10:34	Vietnambusinessinsider	Thế Giới			Tiêu điểm thị trường: Vàng thế giới bứt phá lập đỉnh, SJC vượt mốc lịch sử 150 triệu đồng/lượng trước thềm bước ngoặt vĩ mô	https://vietnambusinessinsider.vn/tieu-diem-thi-truong-vang-the-gioi-but-pha-lap-dinh-sjc-vuot-moc-lich-su-150-trieu-dongluong-truoc-them-buoc-ngoat-vi-mo-a53910.html		
16/06/2026	10:33	Vneconomy	Chứng Khoán			Những điều cần biết về thỏa thuận Mỹ - Iran	https://vneconomy.vn/nhung-dieu-can-biet-ve-thoa-thuan-my-iran.htm		
16/06/2026	10:33	Vietnambusinessinsider	Khác			[Case Study] Gia tộc Samsung: Giữ quyền kiểm soát một đế chế như thế nào?	https://vietnambusinessinsider.vn/case-study-gia-toc-samsung-giu-quyen-kiem-soat-mot-de-che-nhu-the-nao-a53912.html		
16/06/2026	10:30	Vneconomy	Chứng Khoán			Cách Elon Musk đưa thương vụ IPO của SpaceX lớn nhất lịch sử Mỹ	https://vneconomy.vn/cach-elon-musk-dua-thuong-vu-ipo-cua-spacex-lon-nhat-lich-su-my.htm		
16/06/2026	10:27	Vietstock	Kinh Tế		TAKE	Xuất khẩu gỗ kỳ vọng sẽ sớm khởi sắc trở lại	http://vietstock.vn/2026/06/xuat-khau-go-ky-vong-se-som-khoi-sac-tro-lai-768-1454664.htm		http://vietstock.vn/2026/06/xuat-khau-go-ky-vong-se-som-khoi-sac-tro-lai-768-1454664.htm
16/06/2026	10:27	TinNhanhCK	Chứng Khoán		TAKE	Quy định mới về tạm ứng tại các dự án đầu tư công, dự án PPP	https://www.tinnhanhchungkhoan.vn/quy-dinh-moi-ve-tam-ung-tai-cac-du-an-dau-tu-cong-du-an-ppp-post392466.html		https://www.tinnhanhchungkhoan.vn/quy-dinh-moi-ve-tam-ung-tai-cac-du-an-dau-tu-cong-du-an-ppp-post392466.html
16/06/2026	10:26	TinNhanhCK	Chứng Khoán			Từ “giữ tiền” đến dẫn dắt chiến lược doanh nghiệp	https://www.tinnhanhchungkhoan.vn/tu-giu-tien-den-dan-dat-chien-luoc-doanh-nghiep-post392440.html		
16/06/2026	10:26	TinNhanhCK	Chứng Khoán			Hoàn thiện thể chế phát triển, tạo động lực cho tăng trưởng nhanh và bền vững	https://www.tinnhanhchungkhoan.vn/hoan-thien-the-che-phat-trien-tao-dong-luc-cho-tang-truong-nhanh-va-ben-vung-post392463.html		
16/06/2026	10:25	TinNhanhCK	Chứng Khoán		TAKE	Chu kỳ huy động vốn quy mô lớn trên sàn chứng khoán sắp bắt đầu	https://www.tinnhanhchungkhoan.vn/chu-ky-huy-dong-von-quy-mo-lon-tren-san-chung-khoan-sap-bat-dau-post392442.html		https://www.tinnhanhchungkhoan.vn/chu-ky-huy-dong-von-quy-mo-lon-tren-san-chung-khoan-sap-bat-dau-post392442.html
16/06/2026	10:25	TinNhanhCK	Chứng Khoán			Quản trị doanh nghiệp: Nền móng quyết định sức bền của ESG	https://www.tinnhanhchungkhoan.vn/quan-tri-doanh-nghiep-nen-mong-quyet-dinh-suc-ben-cua-esg-post392437.html		
16/06/2026	10:22	Vneconomy	Chứng Khoán			Cổ phiếu vận tải biển: Cơ hội tốt không chỉ nằm ở số lượng tàu sở hữu	https://vneconomy.vn/co-phieu-van-tai-bien-co-hoi-tot-khong-chi-nam-o-so-luong-tau-so-huu.htm		
16/06/2026	10:21	Vneconomy	Chứng Khoán		TAKE	Các ETF rút ròng 4,1 nghìn tỷ từ đầu năm, giảm mạnh so với cùng kỳ	https://vneconomy.vn/cac-etf-rut-rong-41-nghin-ty-tu-dau-nam-giam-manh-so-voi-cung-ky.htm		https://vneconomy.vn/cac-etf-rut-rong-41-nghin-ty-tu-dau-nam-giam-manh-so-voi-cung-ky.htm
16/06/2026	10:20	TinNhanhCK	Chứng Khoán			Lá chắn rủi ro cho doanh nghiệp từ bảo hiểm tín dụng thương mại	https://www.tinnhanhchungkhoan.vn/la-chan-rui-ro-cho-doanh-nghiep-tu-bao-hiem-tin-dung-thuong-mai-post392450.html		
16/06/2026	10:20	TinNhanhCK	Chứng Khoán			Ra mắt VETC Trạm sạc, liên thông 250 trạm sạc trên toàn quốc	https://www.tinnhanhchungkhoan.vn/ra-mat-vetc-tram-sac-lien-thong-250-tram-sac-tren-toan-quoc-post392444.html		
16/06/2026	10:19	TinNhanhCK	Chứng Khoán			Hàng không khu vực chờ cất cánh tại Việt Nam	https://www.tinnhanhchungkhoan.vn/hang-khong-khu-vuc-cho-cat-canh-tai-viet-nam-post392384.html		
16/06/2026	10:14	BaoDautu	Thế Giới			Tôn vinh Anh hùng Lao động, Tiến sĩ Nguyễn Thị Phương Thảo là Nữ trí thức tiêu biểu Việt Nam giai đoạn 2011-2026	https://baodautu.vn/ton-vinh-anh-hung-lao-dong-tien-si-nguyen-thi-phuong-thao-la-nu-tri-thuc-tieu-bieu-viet-nam-giai-doan-2011-2026-d621340.html		
16/06/2026	10:13	Vietstock	Bất Động Sản			Chủ đầu tư tung chiêu kéo khách mua bất động sản	http://vietstock.vn/2026/06/chu-dau-tu-tung-chieu-keo-khach-mua-bat-dong-san-4220-1454608.htm		
16/06/2026	10:13	TinNhanhCK	Chứng Khoán			MB: Tăng trưởng tín dụng cao nhờ nền tảng vốn và chuyển đổi số	https://www.tinnhanhchungkhoan.vn/mb-tang-truong-tin-dung-cao-nho-nen-tang-von-va-chuyen-doi-so-post392390.html		
16/06/2026	10:12	Baochinhphu	Khác			Thủ tướng Lê Minh Hưng lên đường dự Hội nghị Cấp cao kỷ niệm 35 năm quan hệ ASEAN-Nga	https://baochinhphu.vn/thu-tuong-le-minh-hung-len-duong-du-hoi-nghi-cap-cao-ky-niem-35-nam-quan-he-asean-nga-102260616092305589.htm		
16/06/2026	10:12	Vietstock	Kinh Tế			Dồn giờ cao điểm điện vào buổi tối: Ai được lợi, ai chịu thiệt?	http://vietstock.vn/2026/06/don-gio-cao-diem-dien-vao-buoi-toi-ai-duoc-loi-ai-chiu-thiet-768-1454634.htm		
16/06/2026	10:11	Vneconomy	Tài Chính-Ngân Hàng			Khi dịch vụ tài chính hòa cùng nghệ thuật và phong cách sống	https://vneconomy.vn/khi-dich-vu-tai-chinh-hoa-cung-nghe-thuat-va-phong-cach-song.htm		
16/06/2026	10:10	Nhandan	Khác		TAKE	Huế lấy mẫu ADN và rà soát thông tin mộ tập thể trong “Chiến dịch 500 ngày”	https://nhandan.vn/hue-lay-mau-adn-va-ra-soat-thong-tin-mo-tap-the-trong-chien-dich-500-ngay-post969402.html		https://nhandan.vn/hue-lay-mau-adn-va-ra-soat-thong-tin-mo-tap-the-trong-chien-dich-500-ngay-post969402.html
16/06/2026	10:06	Nhandan	Khác			Đồng Nai phát huy vai trò cực tăng trưởng của cả nước	https://nhandan.vn/dong-nai-phat-huy-vai-tro-cuc-tang-truong-cua-ca-nuoc-post969390.html		
16/06/2026	10:04	Baochinhphu	Khác			Đất vào quy hoạch nhưng chưa triển khai, có được chuyển mục đích?	https://baochinhphu.vn/dat-vao-quy-hoach-nhung-chua-trien-khai-co-duoc-chuyen-muc-dich-102260615163343582.htm		
16/06/2026	10:01	Vietnambusinessinsider	Thế Giới			Trung Quốc lắp điện mặt trời nhiều hơn cả phần còn lại của thế giới cộng lại	https://vietnambusinessinsider.vn/trung-quoc-lap-dien-mat-troi-nhieu-hon-ca-phan-con-lai-cua-the-gioi-cong-lai-a53911.html		
16/06/2026	10:01	FireAnt	Kinh Tế			Kinh tế Việt Nam chinh phục áp lực lạm phát, tỷ giá nửa cuối năm	https://fireant.vn/bai-viet/kinh-te-viet-nam-chinh-phuc-ap-luc-lam-phat-ty-gia-nua-cuoi-nam/40468711		
16/06/2026	10:01	FireAnt	Thế Giới			Thủy sản Việt Nam chịu tác động ra sao nếu Hoa Kỳ áp thuế bổ sung 12,5%?	https://fireant.vn/bai-viet/thuy-san-viet-nam-chiu-tac-dong-ra-sao-neu-hoa-ky-ap-thue-bo-sung-125/40468567		
